id_descripcion;descripcion
1342;"Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel."
1343;"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner."
1344;"Classmates Ellie and Jack unexplainably trigger a real-life body swap."
1345;"Cody learns he can communicate with fish as he nears his 13th birthday."
1346;"Magical gifts from his friends send Donald on a musical journey. See details for advisory."
1347;"Three loyal swordsmen and an eager recruit unite to protect the King."
1348;"Tigger goes looking through the Hundred Acre Wood to find his family."
1349;"Hare stops to show off, and the slower Tortoise wins the race. See details for advisory."
1350;"The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory."
1351;"A baby duckling is shunned by his family because he is different. See details for advisory."
1352;"Allie and Sam lose control of Santa's weather machine."
1353;"The story of the American prairie amidst the march of civilization."
1354;"A band of animals escape from the zoo, into the wilds of New York City."
1355;"Donald Duck learns that you must work for a harvest. See details for advisory."
1356;"Alex creates a good and evil version of herself."
1357;"Jeff Goldblum explores the fascinating science and history of deceptively familiar objects."
1358;"A girl risks her treasured black stallion to save her family home."
1359;"Captain Katt sets traps for the Three Mouseketeers. See details for advisory."
1360;"An angel lets a man relive the days before his wife's death."
1361;"A Disney telling of the Three Little Pigs. See details for advisory."
1362;"Two frivolous pigs blow the wolf horn one too many times. See details for advisory."
1363;"Handsome men trade wine, women and song for crib, pacifier and diaper."
1364;"Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them."
1365;"Mickey dreams he goes through his mirror to the other side. See details for advisory."
1366;"Maddie Dolan is tired of being labeled a “Navy brat.""
1367;"Pumpkin King Jack Skellington tries to take over Christmas."
1368;"Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle."
1369;"A scared, Tin Toy realizes he really wants to play."
1370;"The story of Disney's most famous fairy is finally revealed."
1371;"Tink risks her own safety when she befriends a curious human girl."
1372;"Tink has to set things right when her temper puts Pixie Hollow in danger."
1373;"James Cameron revisits his blockbuster film in light of new Titanic research."
1374;"Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory."
1375;"America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused."
1376;"Meet Woody, Buzz and the gang in an adventure full of humor and heart."
1377;"Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own."
1378;"Woody, Buzz and the gang return for more adventures with new friends."
1379;"Ken and Barbie get the vacation of their dreams."
1380;"Rex throws an over-the-top bath time bash!"
1381;"Buzz is replaced by a miniature version of himself."
1382;"A mute orphan boy rescues a lost panda cub in the mountains of China."
1383;"Donald heads out for a nice relaxing camping trip. See details for advisory."
1384;"The classic tale of a young boy's search for buried treasure."
1385;"Using a secret map, friends face a dangerous search for pirate gold. See details for advisory."
1386;"Jim Hawkins follow an intergalactic map in search of Captain Flint's trove."
1387;"Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees."
1388;"After practicing his hacking chops, a brilliant video game maker becomes part of his own creation."
1389;"A chance to star in a TV show reveals the value of family for Trudy Walker."
1390;"A woman falls in love with a man who is immortal."
1391;"Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory."
1392;"Danny and his con-artist uncle take over when Santa Claus is knocked out."
1393;"Reunited twin girls discover they have magical powers."
1394;"When a new evil threat arrives, it's up to the twitches to save Coventry."
1395;"An astronaut and his robot accidentally travel in time to medieval England."
1396;"An unlikely pair set to the sky for the adventure of their lives."
1397;"The teenage son in a superhero family anxiously awaits his super powers."
1398;"When the world needs a hero, a little pigeon steps up."
1399;"A revealing look at the events that ushered in the second chapter of Disney's animation legacy."
1400;"Join robots WALL-E and EVE on a fantastic journey across the universe."
1401;"Wendy's world is flipped upside down when a mysterious young monk arrives."
1402;"An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother."
1403;"A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues."
1404;"A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit."
1405;"Wild Yellowstone captures the beauty and essence of the land and animals."
1406;"Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing."
1407;"Reunite with the beloved bear and his silly but steadfast friends."
1408;"Rabbit threatens to move away if the others won't change."
1409;"Rabbit forces the others to hold off on fun until spring cleaning is done."
1410;"Donald and Chip and Dale face off over acorns. See details for advisory."
1411;"Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!"
1412;"A vacation turns into a spell-soaked adventure for the family of wizards."
1413;"Wolverine and the X-Men must join together to prevent a catastrophic future."
1414;"From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners."
1415;"Ralph sets out to prove that he is a true hero in his arcade."
1416;"X-Men: Evolution features the team as teenagers as they fight for a world that fears and hates them."
1417;"Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory."
1418;"Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory."
1419;"Jack Morgan discovers a psychic connection between himself and a dog."
1420;"Alex uses a magical coin to wish he didn't have a younger brother."
1421;"Remy explains why humans and rats should get along."
1422;"A traditional high school must accept students from Zombietown."
1423;"Zoey discovers a magical app that can control the boys in her life."
1424;"Zenon must thwart a villain's plot after she's grounded and sent to Earth."
1425;"Zenon sneaks down to Earth to try to save her space station."
1426;"It's up to Zenon and her friends when moon goddess Selena threatens Earth."
1427;"A rookie-cop rabbit and wily fox team up to crack a case."
1428;"Three children and an amateur witch team up to save England from invasion."
1429;"A track coach inherits the mischievous ghost of famed pirate Blackbeard."
1430;"Mickey Mouse, a tailor, is appointed by the king to kill the giant."
1431;"The story of the foundation sire of the Morgan Horse Breed."
1432;"Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs."
1433;"A genius tries to fit in as a high school sophomore."
1434;"A physicist tries to help an alien cat after it crash-lands on Earth."
1435;"A super-sleuth mouse must solve a toy maker's disappearance."
1436;"Merlin trains a young orphan who's destined to be the King of England."
1437;"A strong-willed family struggles to establish a wild geese sanctuary. See details for advisory."
1438;"Welcome to Kirby's world! It's rude and sketchy."
1439;"Ryan discovers his ability to control a giant robot."
1440;"Rock out with the Imagination Movers, Disney Junior’s favorite alternative band for preschoolers!"
1441;"A jaded genius and an optimistic teen unearth the secrets of Tomorrowland."
1442;"Two 13-year-old best friends embark on an adventure when they discover a mermaid in a swimming pool."
1443;"Our prehistoric pals visit a world inhabited by dinosaurs and a one-eyed weasel named Buck."
1444;"Wolverine unites with legendary X-Men to fight against forces determined to eliminate mutants."
1445;"Larry Daley returns to rescue some old friends while the Smithsonian Institution comes alive."
1446;"True story of Eddie Edwards, a British ski-jumper whose Olympic performance wins the hearts of fans."
1447;"Despite the wishes of their traditional families, two girls aim for careers in professional soccer."
1448;"View one of Sparky's favorite home movies."
